
code		taxid		taxname		lineage
1		231028		Epigonichthys maldivensis		231028 30273 7736 2682553 2682552 7735 7711 33511 33213 6072 33208 33154 2759 131567 
1		215347		Epinephelus akaara		215347 94231 1505891 274794 30871 1489943 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		150090		Episoriculus fumidus		150090 269272 183663 9376 9362 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		7764		Eptatretus burgeri		7764 7763 30309 7762 7761 117565 1476529 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		9793		Equus asinus		9793 9789 9788 9787 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		9796		Equus caballus		9796 9789 9788 9787 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		326972		Eremias brenchleyi		326972 52178 162266 8522 1329975 1329976 1329912 1329950 1329961 8509 8504 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		481707		Eremitalpa granti		481707 481706 745257 9389 311790 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		27787		Eretmochelys imbricata		27787 27786 8465 27791 1579336 1579337 8464 8459 2841271 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		39304		Erignathus barbatus		39304 39182 9709 379584 33554 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		154815		Erimyzon oblongus		154815 154814 7968 2509193 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		9365		Erinaceus europaeus		9365 9364 30577 9363 9362 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		168195		Eriocheir hepuensis		168195 95601 72876 29962 116707 116704 6752 6692 6683 6682 72041 6681 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		95603		Eriocheir japonica		95603 95601 72876 29962 116707 116704 6752 6692 6683 6682 72041 6681 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		95602		Eriocheir sinensis		95602 95601 72876 29962 116707 116704 6752 6692 6683 6682 72041 6681 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		364026		Eriogyna pyretorum		364026 364025 180245 82587 7117 37569 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		27687		Erpetoichthys calabaricus		27687 27686 8289 8288 1338366 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		9764		Eschrichtius robustus		9764 9763 9762 9761 9721 2653789 91561 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		353259		Esomus metallicus		353259 353258 2743712 2743709 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		8010		Esox lucius		8010 8009 8008 8007 41705 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		54341		Etheostoma radiosum		54341 909696 54318 698016 8165 8112 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		297798		Ethmalosa fimbriata		297798 297797 55119 55118 1489460 32446 282425 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2		50796		Pseudetroplus maculatus		2926661 2926660 318545 8113 1489911 1489910 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		224716		Etrumeus teres		224716 224715 365061 1489460 32446 282425 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		160595		Eubalaena australis		160595 27605 30558 9761 9721 2653789 91561 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		302098		Eubalaena japonica		302098 27605 30558 9761 9721 2653789 91561 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		392919		Eubalichthys mosaicus		392919 392918 143346 31023 31022 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		8805		Eudromia elegans		8805 8804 8803 8802 8783 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2		497866		Urodynamis taitensis		2497756 2497755 8941 8940 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		37083		Eudyptula minor		37083 37082 9231 9230 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		40322		Eulemur fulvus fulvus		40322 13515 13513 9445 376915 376911 9443 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		27680		Eulemur fulvus mayottensis		27680 13515 13513 9445 376915 376911 9443 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		30603		Eulemur macaco macaco		30603 30602 13513 9445 376915 376911 9443 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		34828		Eulemur mongoz		34828 13513 9445 376915 376911 9443 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		34886		Eumetopias jubatus		34886 34885 9702 379584 33554 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		134758		Eurycea bislineata		134758 43043 698026 8332 30367 8293 41666 8292 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		215339		Eurypegasus draconis		215339 215338 215337 1489884 129912 1489883 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		55117		Eurypharynx pelecanoides		55117 55116 55115 7933 32521 186624 1489340 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		188341		Eurystomus orientalis		188341 188339 56290 8936 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		565079		Eutaeniophorus festivus		565079 181428 88666 8277 1489869 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		181429		Eutaeniophorus sp. 033-Miya		181429 2646441 181428 88666 8277 1489869 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		143332		Exocoetus volitans		143332 143331 76072 123731 76071 1489913 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		392227		Palaemon carinicauda		392227 117982 6695 115580 6694 6692 6683 6682 72041 6681 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		556245		Facciolella oxyrhyncha		556245 182428 118175 7933 32521 186624 1489340 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		8954		Falco peregrinus		8954 8952 8949 8948 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		100819		Falco tinnunculus		100819 8952 8949 8948 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		171294		Penaeus californiensis		171294 133894 6685 111520 6684 6683 6682 72041 6681 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		6192		Fasciola hepatica		6192 6191 27843 404429 27841 27871 6179 6178 6157 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1		111367		Fejervarya cancrivora		111367 127010 1191378 685122 30352 8416 8342 41666 8292 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		9685		Felis catus		9685 9682 338152 9681 379583 33554 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		139456		Penaeus chinensis		139456 133894 6685 111520 6684 6683 6682 72041 6681 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		215343		Fistularia commersonii		215343 206153 206152 1489888 129912 1489883 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		73431		Florometra serratissima		73431 73430 35072 7581 35070 35069 133550 7586 33511 33213 6072 33208 33154 2759 131567 
1		472989		Francolinus pintadeanus		472989 9018 466544 9005 8976 1549675 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		106928		Friesea grisea		106928 106927 106912 36138 79706 730331 30001 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		54267		Fundulus diaphanus		54267 8077 28756 8087 28738 1489913 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		34779		Fundulus grandis		34779 8077 28756 8087 28738 1489913 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		8078		Fundulus heteroclitus		8078 8077 28756 8087 28738 1489913 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		34782		Fundulus olivaceus		34782 8077 28756 8087 28738 1489913 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		179927		Furcifer oustaleti		179927 143472 40248 83232 8511 1329911 1329912 1329950 1329961 8509 8504 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		8049		Gadus morhua		8049 8048 8045 1489845 8043 1489843 1489841 1489838 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		9465		Galago senegalensis		9465 9462 40297 376917 376911 9443 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		61620		Galaxias maculatus		61620 51242 182229 130269 130264 51241 41705 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		202257		Galemys pyrenaicus		202257 202256 9373 9362 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		482537		Galeopterus variegatus		482537 482536 30657 30656 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2		547194		Hypotaenidia okinawae		2861861 2861790 9119 9108 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		9031		Gallus gallus		9031 9030 9072 9005 8976 1549675 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		208525		Gallus gallus bankiva		208525 9031 9030 9072 9005 8976 1549675 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		208526		Gallus gallus gallus		208526 9031 9030 9072 9005 8976 1549675 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		208524		Gallus gallus spadiceus		208524 9031 9030 9072 9005 8976 1549675 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		9032		Gallus lafayettii		9032 9030 9072 9005 8976 1549675 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		9033		Gallus sonneratii		9033 9030 9072 9005 8976 1549675 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		43593		Gambelia wislizenii		43593 43592 43589 8515 8511 1329911 1329912 1329950 1329961 8509 8504 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		420844		Gampsocleis gratiosa		420844 263538 323650 62784 70905 2018325 6994 6993 33341 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		585898		Gandalfus yunohana		585898 585896 118379 118378 116706 116704 6752 6692 6683 6682 72041 6681 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		267434		Gastrimargus marmoratus		267434 267433 27549 7002 92621 70910 1955150 7001 6993 33341 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		37040		Gavia stellata		37040 37038 30412 30411 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		130583		Geisha distinctissima		130583 130582 30089 36151 33361 1955247 7524 33342 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		36310		Gekko gecko		36310 8565 385256 8561 8560 1329961 8509 8504 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		261498		Geocalamus acutus		261498 261497 227089 52185 1329975 1329976 1329912 1329950 1329961 8509 8504 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		8947		Geococcyx californianus		8947 8946 78204 8940 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		36754		Geodia neptuni		36754 6046 6045 1779168 1779164 1779146 6042 6040 33208 33154 2759 131567 
2		575832		Aquarius paludum		95691 36162 295125 36161 572384 33350 33349 33347 33345 33343 7524 33342 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		71757		Gila robusta		71757 67540 2743727 2743726 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		8222		Gillichthys mirabilis		8222 8221 497220 8220 8219 1489878 1489875 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		79683		Gillichthys seta		79683 8221 497220 8220 8219 1489878 1489875 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
